prompt,outdir,skip_grid,skip_save,ddim_steps,fixed_code,ddim_eta,n_iter,H,W,C,f,n_samples,n_rows,scale,device,from_file,seed,unet_bs,turbo,precision,format,sampler,ckpt,s_path_file
"""You're too thin!"" she said. ""I must fatten you up before I eat you!"" Then she threw Hansel into a cage and locked the door.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,10761,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
She turned to Gretel.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1926,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"""Foolish girl. You will do the household chores, then I'll eat you too!""",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6393,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hansel began to cry.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1815,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
“Please don’t eat me!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2709,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
""" he begged.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,955,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
But Gretel stayed calm.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2115,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
“Don’t worry.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2079,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Now I have a plan!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1486,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
""" whispered Gretel.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1726,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Then Gretel snuck over to her brother, and she gave him a twig.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5684,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"“Tomorrow morning, the witch will see if you are fat enough to eat.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6610,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"When she comes, give her this twig instead of your finger,"" she ordered.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6554,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gretel giving a twig to Hansel in his cage,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3820,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Sure enough, in the morning, the witch hobbled over to Hansel and growled, “Stick your finger through the cage.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,10642,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I want to see if you are fat enough to eat!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3782,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"""",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,34,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hansel held out the twig.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2298,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"""You're still too thin!"" she complained. “Come here, foolish girl, and give your brother more sweets to eat.""",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,10229,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
This continued for an entire week.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3192,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Every day, the witch checked to see if Hansel was fat enough.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5504,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Every day, Hansel held out the twig.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3247,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Finally, the witch got tired of waiting.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3699,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"On the eighth day, she called to Gretel: ""Come here, foolish girl! Light the oven. Today I am going to eat roasted boy with carrots and gravy! Check if the oven is hot enough to roast your brother.""",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,17710,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
But clever little Gretel had another plan.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3924,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
She started to cry.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1750,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"""But I am too stupid. How do I know if the oven is hot enough? Can you show me?"" she asked.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7827,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"The witch muttered and grumbled: ""Useless child! I'll check the oven myself.""",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6931,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"The witch bent down to look at the bright orange flames, and quickly Gretel pushed her into the oven and slammed the door shut.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,11743,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
THUD!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,342,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
That was the end of the witch.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2679,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gretel pushing the witch into the oven,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3636,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gretel unlocked Hansel’s cage.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3231,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"The children found a basket and filled it with cakes and cookies, pies, and candies.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7621,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Then they ran away as fast as they could.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3729,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They ran all night.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1724,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They ran through the forest.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2654,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They ran under the bridge.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2389,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They crawled through the hole in the fence.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3981,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They turned left.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1605,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They turned right.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1720,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Left.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,441,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Right.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,556,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Left.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,441,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Right.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,556,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Eventually they heard the sound of someone cutting wood in the distance.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6852,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
It was the woodcutter!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2074,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The children ran to their father and hugged him and kissed him.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5771,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
He cried and cried.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1660,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
But he was actually very happy.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2904,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"""My sweet, sweet children! Where were you?""",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3834,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
The children running to greet their father,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,4027,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hansel and Gretel told the woodcutter the whole story.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5124,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"When he heard that their stepmother had abandoned them in the forest, he was furious.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7900,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
He ordered the stepmother to leave the house immediately and never return.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7048,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"That night, Hansel and Gretel and their father had a late birthday party.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,6650,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"They ate all the sweets from the basket: cherry pie, chocolate cake, green and red candies, blue lollipops, and gingerbread cookies.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,12151,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"Later that year, Hansel and Gretel were visiting the bakery in town when they saw an old woman begging for coins.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,10432,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
It was their stepmother!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2288,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
“Children!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1352,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Please help me!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1334,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
I am starving!,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1254,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
""" she begged.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1070,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Gretel thought for a moment.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,2636,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
She went inside the bakery and bought a small loaf of bread and a small bowl of soup.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,7695,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"“Here,"" Gretel said. “Soup and bread. Your favorite.""",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5445,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Hansel and Gretel never saw their stepmother ever again.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,5283,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
They had two children: Hansel and Gretel.,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,3715,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
"The family did not have much money, but their home was always cozy and warm, and the children always had soup and bread to eat.",outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,11599,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a painting of a virus monster playing guitar,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,5,0,7.5,cuda,,929260,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a painting of a virus monster playing guitar,testoutdir/,False,False,50,False,0.0,1,512,512,4,8,5,0,7.5,cuda,,776985,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a painting of a virus monster playing guitar,testoutdir/,False,False,50,False,0.0,1,512,512,4,8,5,0,7.5,cuda,,674370,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
a painting of a virus monster playing guitar,testoutdir/,False,False,50,False,0.0,1,512,512,4,8,5,0,7.5,cuda,,733020,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Abomasum,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Abomasum,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Abomasum,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Abomasum,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Abomasum,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,821,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Absquatulate,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1260,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Adagio,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,581,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Alfresco,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,815,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Alcazar,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,702,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Amok,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,392,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Amphisbaena,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1113,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Antimacassar,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1239,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Atingle,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,708,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Bailiwick,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,911,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Bafflegab,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,874,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Ballistic,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,919,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Bamboozle,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,923,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Bedlam,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,581,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Bugbear,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,696,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Bulbous,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,732,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Calamity,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,820,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Calliope,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,809,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Catamaran,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,904,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Convivial,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,939,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Cornucopia,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1043,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Crescendo,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,918,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
Crestfallen,outputs/txt2img-samples,False,False,50,False,0.0,1,512,512,4,8,1,0,7.5,cuda,,1139,1,False,autocast,png,plms,models/ldm/stable-diffusion-v1/model.ckpt,
